Product Name,Brand,Laptop Type,Price,Discount,MRP,Rating,Review Count,Processor,RAM,Storage,Storage Type,Graphics,Display Size,GPU,Availability,Touchscreen,Operating System,Laptop Use
ASUS ROG Flow X13 AMD Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,ASUS,Gaming,198989,13.48,229990,4.3,20,AMD Ryzen 9 Octa Core,16,1024,SSD,Integrated,13.4,Not Specified,In Stock,Yes,Windows 11,Gaming
MOTOROLA Motobook 60 Full Metal 2.8K OLED (i7 14th Gen) Intel Core 7 Series 2 240H - (16 GB/1 TB SSD/W...,Motorola,Standard Notebook,110490,0,110490,4.4,188,Intel Core 7 Processor (Series 2),16,1024,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Content Creation
ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Wi...,ASUS,Gaming,328900,8.38,358990,4.7,6,Intel Core Ultra 9,32,1024,SSD,Integrated,16,Not Specified,In Stock,No,Windows 11 Home,Gaming
HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15s-du3519TX Th...,HP,Standard Notebook,54769,15.73,64990,3.7,0,Intel Core i5 Processor (11th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,Infinix,Thin & Light,69990,0,69990,4.4,25,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Lenovo V SERIES Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,Lenovo,Thin & Light,64999,23.53,85000,4.1,3,Intel Core i5 Processor (12th Gen),8,512,SSD,Integrated,16,Not Specified,In Stock,No,Windows 11,Student / Everyday
"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDVH4HN/A",Apple,Thin & Light,179900,0,179900,4.8,7,Apple M5,16,512,SSD,Integrated,15.3,Not Specified,In Stock,No,macOS,Student / Everyday
"ASUS Vivobook 16X For Creator, Intel H Series Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Window...",ASUS,Standard Notebook,99312,9.63,109900,4.3,127,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,16,Not Specified,In Stock,No,Windows 11,Content Creation
HP G9 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 250R G9 Business Laptop,HP,Standard Notebook,59990,0.02,59999,4,42,Intel Core i3 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Business
DELL 14 Microsoft Office Home 2024 Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 11 Home) DB0425...,Dell,Standard Notebook,111258,0,111258,4.6,0,Intel Core Ultra 7,16,512,SSD,Integrated,14,Not Specified,In Stock,Yes,Windows 11,Student / Everyday
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,MSI,Thin & Light,78990,0,78990,4.4,42,AMD Ryzen 5 Hexa Core,16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, AMD Ryzen AI 5 Quad Core - (16 GB/512 GB SSD/W...",ASUS,Standard Notebook,72990,27,99990,,,AMD Ryzen AI 5 Quad Core,16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,HP,Gaming,92910,6.15,99000,4.2,60,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Gaming
Acer Aspire 3 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) A315-24P Thin and Lig...,Acer,Thin & Light,54990,8.33,59990,4.4,3,AMD Ryzen 5 Quad Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Acer Aspire Lite Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and ...,Acer,Thin & Light,74990,6.25,79990,4.1,3,Intel Core i7 Processor (12th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Lenovo Yoga Slim 6 with 1Yr ADP Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH...,Lenovo,2-in-1,121319,16.9,145999,3.4,1,Intel Core i7 Processor (13th Gen),16,1024,SSD,Integrated,14,Not Specified,In Stock,Yes,Windows 11,Student / Everyday
HP Intel Core Ultra 5 14th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-fd1354TU Laptop,HP,Standard Notebook,86755,2.41,88900,3.4,1,Intel Core Ultra 5 Processor (14th Gen),16,1024,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,ASUS,Standard Notebook,35999,10,39999,3.8,305,Intel Celeron Dual Core,4,64,eMMC,Integrated,14,Not Specified,In Stock,No,Chrome OS,Student / Everyday
Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light L...,Lenovo,Thin & Light,61998,11.42,69990,4,8,AMD Ryzen 5 Quad Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP Intel Core i5 13th Gen 1334U - (12 GB/512 GB SSD/Windows 11 Home) 15-fd0575TU Thin and Light Laptop,HP,Thin & Light,71900,10.12,80000,4.4,23,Intel Core i5 Processor (13th Gen),12,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Acer Swift Go 14 OLED EVO Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-71-70...,Acer,Thin & Light,110999,0,110999,4.3,76,Intel Core i7 Processor (13th Gen),16,1024,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Content Creation
HP Envy x360 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fe0028TU Laptop,HP,2-in-1,99677,11,111999,4.2,7,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,Yes,Windows 11,Student / Everyday
Infinix Intel Core i7 10th Gen 1065G7 - (8 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL21 Thin an...,Infinix,Thin & Light,64990,0,64990,,,Intel Core i7 Processor (10th Gen),8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS Vivobook 16 Intel Core Ultra 5 Series 3 325 - (16 GB/512 GB SSD/Windows 11 Home) X1607AA-MB037WS ...,ASUS,Standard Notebook,109990,31.25,159990,,,Intel Core Ultra 5 Processor (Series 3),16,512,SSD,Integrated,16,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP 14 Intel Core Ultra 7 256V - (16 GB/1 TB SSD/Windows 11 Home) Omnibook X 14-fm0100TU Thin and Light...,HP,Thin & Light,157990,29.73,224827,,,Intel Core Ultra 7,16,1024,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
"ASUS Vivobook Go 15, 12th Gen, Equivalent to Intel 12th Gen, Intel Core i3 N305 - (8 GB/512 GB SSD/Win...",ASUS,Standard Notebook,58391,2.68,60000,4.3,36,Intel Core i3,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Acer Spin 7 Intel Core i7 7th Gen 7Y75 - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,Acer,Standard Notebook,124900,0,124900,4,1,Intel Core i7 Processor (7th Gen),8,256,SSD,Integrated,14,Not Specified,In Stock,Yes,Windows 10,Student / Everyday
ASUS Zenbook 14 OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PZ552WS...,ASUS,Thin & Light,125999,0,125999,4.5,2,Intel Core Ultra 5,16,1024,SSD,Integrated,14,Not Specified,In Stock,Yes,Windows 11,Content Creation
DELL 14 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) OIN54403001F1RINU1O Thin and ...,Dell,Thin & Light,58000,13.42,66990,3.8,3,Intel Core i3 Processor (13th Gen),8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Lenovo,Gaming,104005,14.75,121999,4,40,Intel Core i5 Processor (12th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Gaming
Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (32 GB/1 TB SSD/Windows 11 Home) NP750XHD Thin...,Samsung,Thin & Light,146990,0,146990,4,13,Intel Core Ultra 7,32,1024,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS ExpertBook P1 Intel Core i5 13th Gen 13420H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60939W...,ASUS,Standard Notebook,86990,24.35,114990,4.3,467,Intel Core i5 Processor (13th Gen),32,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Business
HP Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) 15-fd0552TU Thin and Light Laptop,HP,Thin & Light,82426,15.02,96990,3.9,5,Intel Core i5 Processor (13th Gen),16,1024,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
DELL Inspiron MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530...,Dell,Standard Notebook,71990,20,89990,4.1,13,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,ASUS,Standard Notebook,63900,5.88,67890,4.3,115,AMD Ryzen 5 Quad Core,16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
ASUS X1504ZA Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ322WS Thin and...,ASUS,Thin & Light,55980,6.7,59999,4.3,524,Intel Core i3 Processor (12th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP Omnibook 5 2K OLED Snapdragon X - (16 GB/1 TB SSD/Windows 11 Home) 16-fb0001QU Thin and Light Lapto...,HP,Thin & Light,79900,24.12,105299,4.4,7,Snapdragon X,16,1024,SSD,Integrated,16,Not Specified,In Stock,No,Windows 11 Home,Content Creation
HP Victus Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,HP,Gaming,106899,9.4,117990,2,0,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Gaming
"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, AMD Ryzen 5 Quad Core 752...",ASUS,Standard Notebook,64379,9.32,70999,4.3,115,AMD Ryzen 5 Quad Core,16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Samsung Galaxy Book6 Intel Core Ultra 7 Series 3 355 - (16 GB/512 GB SSD/Windows 11 Home) NP760VJG Thi...,Samsung,Standard Notebook,165190,0,165190,4.3,0,Intel Core Ultra 7 Processor (Series 3),16,512,SSD,Integrated,16,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Colorful P15 Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,Colorful,Standard Notebook,99999,0,99999,4.3,51,Intel Core i5 Processor (12th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,HP,Gaming,97999,1.27,99262,4.3,85,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Gaming
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ323WS Thin...,ASUS,Thin & Light,57612,17.22,69599,4.1,13,Intel Core i3 Processor (13th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP AMD Ryzen 3 Dual Core 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-EQ1550AU Laptop,HP,Standard Notebook,52890,3.83,54998,,,AMD Ryzen 3 Dual Core Processor (3rd Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,ASUS,Standard Notebook,46590,14.57,54533,4.3,186,AMD Ryzen 3 Quad Core,8,512,SSD,Integrated,15.6,Not Specified,Out of Stock,No,Windows 11 Home,Student / Everyday
"Apple MacBook Air (M5, 2026) M5 - (24 GB/1 TB SSD/Tahoe) MDVU4HN/A",Apple,Thin & Light,239900,0,239900,4.8,7,Apple M5,24,1024,SSD,Integrated,15.3,Not Specified,In Stock,No,macOS,Student / Everyday
ASUS TUF Gaming A17 AMD Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA ...,ASUS,Gaming,72990,0,72990,4.1,101,AMD Ryzen 5 Hexa Core,8,1024,HDD,Integrated,17.3,Not Specified,In Stock,No,Windows 10,Gaming
HP 240 G10 (2025) Professional Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 240 G1...,HP,Standard Notebook,54890,8.5,59990,3.7,1,Intel Core i3 Processor (13th Gen),8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP AMD Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) 14s-fq0568AU Thin and Light Laptop,HP,Thin & Light,52890,2.27,54118,4.1,297,AMD Athlon Dual Core,8,256,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo IdeaPad Flex 5 AMD Ryzen 5 Hexa Core - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Flex 5 14ALC7...,Lenovo,Standard Notebook,95090,0,95090,4.1,2,AMD Ryzen 5 Hexa Core,16,512,SSD,Integrated,14,Not Specified,In Stock,Yes,Windows 11,Student / Everyday
MSI GF63 Intel Core i5 12th Gen 12450H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/8 GB Graphics/NVID...,MSI,Standard Notebook,108999,10.66,121999,4.4,21,Intel Core i5 Processor (12th Gen),16,1280,SSD + HDD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-427IN Bus...,MSI,Standard Notebook,51990,24.64,68990,4.4,12,AMD Ryzen 5 Hexa Core,16,512,SSD,Integrated,15,Not Specified,Out of Stock,No,Windows 11,Student / Everyday
DELL XPS Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 40...,Dell,Standard Notebook,249890,17.88,304305,,,Intel Core Ultra 7,32,1024,SSD,Integrated,14.5,Not Specified,In Stock,Yes,Windows 11,Student / Everyday
Apple MacBook Air Intel Core i5 5th Gen - (8 GB/128 GB SSD/Mac OS Sierra) MQD32HN/A,Apple,Thin & Light,84900,0,84900,4.7,3205,Intel Core i5 Processor (5th Gen),8,128,SSD,Integrated,13.3,Not Specified,In Stock,No,macOS,Student / Everyday
HP Pavilion Plus Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 14-ew0116TU Thin an...,HP,Thin & Light,81899,1.33,82999,,,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Wi...",ASUS,Standard Notebook,88381,22.47,113990,4.4,78,Intel Core Ultra 5,16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Lenovo Ideapad Slim 3i Intel Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 10 Home) 15ITL6/...,Lenovo,Thin & Light,49999,33.68,75390,4.3,44,Intel Core i5 Processor (11th Gen),8,256,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 10,Student / Everyday
HP 250R G9 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 250R G9 Thin and L...,HP,Thin & Light,60199,7.37,64990,4.3,1,Intel Core i3 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Lenovo Legion Pro 5 WQXGA OLED Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphi...,Lenovo,Gaming,291990,26.41,396790,4.4,8,Intel Core Ultra 9,32,1024,SSD,Integrated,16,Not Specified,In Stock,No,Windows 11 Home,Gaming
ASUS ROG Strix G18 (2026) Intel Core Ultra 9 290HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NV...,ASUS,Gaming,389990,26.69,531990,,,Intel Core Ultra 9,32,1024,SSD,Integrated,18,Not Specified,In Stock,No,Windows 11 Home,Gaming
HP Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq3066TU Thin and Light Lapt...,HP,Thin & Light,53900,3.49,55850,3.8,34,Intel Celeron Dual Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo V 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light ...,Lenovo,Thin & Light,50999,3.59,52900,4.3,3,AMD Ryzen 3 Quad Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Lenovo,Gaming,146990,30.4,211190,,,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Gaming
Infinix INBook X2 Plus Intel Core i7 11th Gen 1195G7 - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin an...,Infinix,Thin & Light,79990,0,79990,3.9,18,Intel Core i7 Processor (11th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Apple MacBook Pro M5 - (24 GB/1 TB SSD/macOS Tahoe) MDE64HN/A|MDE64HN/A,Apple,Standard Notebook,263900,0,263900,,,Apple M5,24,1024,SSD,Integrated,14,Not Specified,In Stock,No,macOS,Student / Everyday
ASUS ExpertBook P1 (i7 14th Gen) with 1 Yr ADP Intel Core 7 240H - (32 GB/512 GB SSD/Windows 11 Home) ...,ASUS,Standard Notebook,118990,8.46,129990,4.4,19,Intel Core 7,32,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Business
ASUS Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Pro) B3404CVAB-Q50884X Thin and Light...,ASUS,Thin & Light,78999,35.25,121999,4.2,3,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP 250R G9 (2024) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 250R G9 Thin and Li...,HP,Thin & Light,57995,3.33,59990,4.2,2,Intel Core i3 Processor (13th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,MSI,Thin & Light,61990,0,61990,4.4,556,AMD Ryzen 5 Hexa Core,8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
Samsung Galaxy Book3 Pro EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) ...,Samsung,Standard Notebook,165590,0,165590,4.6,4,Intel Core i7 Processor (13th Gen),16,512,SSD,Integrated,16,Not Specified,In Stock,No,Windows 11,Content Creation
DELL 14 Next Gen AI PC Microsoft Office Home 2024 Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows ...,Dell,Standard Notebook,91490,10.88,102656,4.5,9,Intel Core Ultra 5,16,512,SSD,Integrated,14,Not Specified,In Stock,Yes,Windows 11,Student / Everyday
MSI Modern 14 Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-637IN...,MSI,Standard Notebook,67990,0,67990,4.2,30,Intel Core i5 Processor (11th Gen),8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 10,Student / Everyday
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Dual Core 3rd Gen 3250U - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad ...,Lenovo,Thin & Light,54970,12.73,62990,4,3,AMD Ryzen 3 Dual Core Processor (3rd Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo Legion 5 WQXGA OLED Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,Lenovo,Gaming,243490,9.61,269390,,,Intel Core Ultra 9,32,1024,SSD,Integrated,15.1,Not Specified,In Stock,No,Windows 11 Home,Gaming
ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1505CKA-S7...,ASUS,Standard Notebook,43011,13.96,49990,3.6,14,Intel Celeron Dual Core,8,128,eMMC,Integrated,15.6,Not Specified,In Stock,No,Chrome OS,Student / Everyday
Lenovo LOQ Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,Lenovo,Gaming,187990,30.35,269890,4.8,6,Intel Core i7 Processor (13th Gen),16,1024,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Gaming
MSI Prestige 13 Evo Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home) Prestige 13 Evo A...,MSI,Standard Notebook,106990,0,106990,4.8,0,Intel Core i5 Processor (12th Gen),8,512,SSD,Integrated,13.3,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP 245 G8 AMD Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 11 Home) 245 G8 Thin and Light Laptop,HP,Thin & Light,48766,8.56,53333,3.6,10,AMD Ryzen 3 Dual Core,8,1024,HDD,Integrated,14,Not Specified,Out of Stock,No,Windows 11,Student / Everyday
HP Omnibook 3 Intel Core Ultra 5 Series 3 322 - (16 GB/512 GB SSD/Windows 11 Home) 14-hs0052TU Laptop,HP,Standard Notebook,119990,31.83,176018,,,Intel Core Ultra 5 Processor (Series 3),16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light La...,Dell,Thin & Light,71500,4.67,75000,3.9,9,Intel Core i5 Processor (12th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
DELL 14 Microsoft Office Home 2024 AMD Ryzen AI 7 Octa Core 350 AI - (16 GB/1 TB SSD/Windows 11 Home) ...,Dell,Standard Notebook,107083,0,107083,4.1,1,AMD Ryzen AI 7 Octa Core,16,1024,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
MSI Prestige 14 Evo AI PC Intel Core Ultra 7 1st Gen 155H - (16 GB/1 TB SSD/Windows 11 Home) Prestige ...,MSI,Standard Notebook,99990,10.72,111990,3.8,2,Intel Core Ultra 7 Processor (1st Gen),16,1024,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
"Apple MacBook Pro (M5 Pro, 2026) M5 Pro - (24 GB/2 TB SSD/Tahoe) MJLV4HN/A",Apple,Standard Notebook,359900,0,359900,,,Apple M5 Pro,24,2048,SSD,Integrated,14,Not Specified,In Stock,No,macOS,Student / Everyday
Lenovo Legion 7 Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeFor...,Lenovo,Gaming,325990,3.95,339390,5,1,Intel Core Ultra 9,32,1024,SSD,Integrated,16,Not Specified,In Stock,No,Windows 11 Home,Gaming
HP 14s Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) 14s - dy2507TU Thin and Light...,HP,Thin & Light,57990,0.5,58279,4.3,467,Intel Core i3 Processor (11th Gen),8,256,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
Acer Predator Triton 300 Intel Core i7 10th Gen 10750H - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics...,Acer,Gaming,160190,0,160190,3.8,0,Intel Core i7 Processor (10th Gen),16,2048,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 10,Gaming
HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,HP,Thin & Light,47990,4.02,49999,3.3,2,AMD Athlon Dual Core,8,256,SSD,Integrated,15.6,Not Specified,Out of Stock,No,Windows 11,Student / Everyday
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,Acer,Thin & Light,49990,16.67,59990,4.1,90,Intel Core i3 Processor (12th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
ASUS Expertbook P1 High-performance processor with 1 Yr ADP Intel Core i7 13th Gen 13620H - (32 GB/512...,ASUS,Standard Notebook,83990,35.39,129990,4.3,29,Intel Core i7 Processor (13th Gen),32,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Business
DELL Inspiron Intel Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) i5-1334U Thin and Light Lapto...,Dell,Thin & Light,64890,23.66,85000,,,Intel Core i5 Processor (13th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
